"word","freq"
"climate",12
"global",12
"changes",11
"warming",11
"emissions",10
"gas",5
"greenhouse",5
"ocean",5
"scenarios",5
"reductions",4
"system",4
"ssp",4
"assessment",3
"atmosphere",3
"extremes",3
"future",3
"ice",3
"increasing",3
"precipitation",3
"projected",3
