"word","freq"
"uuu",2126
"uuuuuu",1855
"uuuuu",1671
"uuuuuuu",1661
"ubuucuc",1510
"uuuu",1469
"uuuuuuuu",928
"ucuuu",670
"ucuu",575
"ucuuuuu",316
"uuuuuuuuu",310
"ubuuuuu",274
"ubuuu",272
"ucuuuu",252
"ubuuuu",229
"ubuu",226
"uuuuufuu",223
"uucuc",222
"ubu",221
"uuuuc",211
