"word","freq"
"les",1350
"des",1258
"dans",462
"pour",445
"pays",355
"plus",279
"par",268
"ont",234
"une",233
"sur",229
"que",218
"sont",200
"aux",195
"donn<e9>es",177
"pand<e9>mie",171
"est",162
"covid",153
"d<e9>veloppement",152
"personnes",142
"<e9>t<e9>",140
