"word","freq"
"per",389
"cent",332
"countries",314
"data",186
"pandemic",167
"global",162
"covid",152
"asia",136
"sustainable",123
"million",117
"africa",114
"people",113
"development",108
"world",102
"health",98
"women",97
"america",93
"new",85
"northern",85
"progress",84
