"word","freq"
"global",217
"emissions",190
"confidence",183
"ssp",177
"box",175
"warming",173
"high",155
"spm",139
"climate",130
"changes",119
"likely",107
"temperature",98
"regions",89
"atlas",83
"surface",82
"scenarios",77
"land",73
"observed",72
"increase",70
"medium",70
